Symbol,Price,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int",Vol/OI,IV,Time
SPCE,30.3,Call,31.00,04/17/20,59,6.30,6.45,6.60,6.25,2525,304,8.31,135.01%,"16:05 ET"
SFIX,27.67,Call,35.00,06/19/20,122,1.10,1.33,1.55,1.50,1121,135,8.3,57.59%,"16:07 ET"
COF,103.03,Call,104.00,02/21/20,3,0.34,0.37,0.40,0.32,3006,364,8.26,18.56%,02/18/20
CRWD,66.04,Call,66.00,02/28/20,10,2.25,2.33,2.40,2.35,1254,152,8.25,53.05%,"16:09 ET"
SPCE,30.3,Call,31.00,02/21/20,3,2.50,2.58,2.65,2.55,7381,895,8.25,260.81%,"16:14 ET"
SIG,26.12,Call,32.00,01/15/21,332,3.70,3.9,4.10,3.70,1000,122,8.2,55.43%,"13:04 ET"
AAPL,319,Put,322.50,03/06/20,17,8.15,8.25,8.35,8.28,2952,361,8.18,23.76%,"16:14 ET"
LYFT,45.1,Call,45.50,02/28/20,10,1.11,1.12,1.13,1.13,903,112,8.06,43.77%,"16:15 ET"
GME,4.06,Call,4.50,03/20/20,31,0.05,0.14,0.23,0.10,2166,271,7.99,52.64%,"15:52 ET"
WORK,27.58,Call,27.50,02/21/20,3,0.70,0.75,0.80,0.70,3538,443,7.99,65.96%,"16:11 ET"
TSLA,858.4,Call,860.00,03/06/20,17,54.15,54.8,55.45,55.00,1086,137,7.93,75.00%,"16:14 ET"
CTL,13.34,Call,13.50,02/28/20,10,0.23,0.26,0.29,0.24,894,114,7.84,35.03%,02/18/20
AMD,56.89,Call,59.00,02/28/20,10,0.85,0.86,0.86,0.86,1307,175,7.47,44.48%,"16:14 ET"
SHAK,75.02,Call,76.00,02/21/20,3,0.90,1,1.10,0.90,2136,286,7.47,48.64%,"16:14 ET"
HSBC,35.82,Put,35.50,02/21/20,3,0.11,0.15,0.19,0.18,772,104,7.42,24.55%,"16:14 ET"
AMD,56.89,Put,56.00,02/21/20,3,0.51,0.52,0.53,0.53,5847,789,7.41,44.57%,"16:14 ET"
SPCE,30.3,Put,28.00,02/28/20,10,3.70,3.85,4.00,4.00,781,106,7.37,265.93%,"16:13 ET"
BYND,122.03,Put,121.00,02/21/20,3,2.80,2.83,2.85,2.80,950,129,7.36,75.07%,"16:14 ET"
SPCE,30.3,Call,33.00,02/21/20,3,1.85,1.93,2.00,1.95,10136,1377,7.36,272.87%,"16:14 ET"
BABA,220.52,Call,195.00,04/03/20,45,27.25,27.38,27.50,24.75,897,125,7.18,9.08%,02/18/20
AMD,56.89,Call,57.50,02/21/20,3,0.65,0.66,0.67,0.65,11836,1665,7.11,44.44%,"16:14 ET"
VOD,20.2,Call,20.50,02/21/20,3,0.07,0.14,0.20,0.18,1149,162,7.09,41.54%,"16:06 ET"
BBBY,11.78,Put,11.50,03/06/20,17,0.42,0.45,0.49,0.45,1395,197,7.08,58.33%,"15:57 ET"
GRPN,3.05,Put,2.50,02/28/20,10,0.08,0.1,0.12,0.11,1416,200,7.08,170.88%,"16:14 ET"
TSLA,858.4,Put,850.00,02/21/20,3,18.45,18.85,19.25,18.75,3372,476,7.08,73.71%,"16:14 ET"
MDT,112.66,Call,115.00,04/17/20,59,2.29,2.36,2.42,2.45,804,114,7.05,18.33%,"16:01 ET"
LB,24.09,Put,24.00,02/21/20,3,0.95,1.05,1.15,1.05,2049,292,7.02,126.15%,"16:05 ET"
AMD,56.89,Put,52.50,07/17/20,150,4.55,4.6,4.65,4.60,813,116,7.01,48.58%,"16:11 ET"
ROKU,127.15,Put,122.00,02/21/20,3,1.15,1.17,1.19,1.21,3407,486,7.01,69.74%,"16:13 ET"
WFC,46.99,Call,47.00,02/21/20,3,0.33,0.34,0.35,0.37,905,130,6.96,21.83%,"15:42 ET"
PYPL,122.27,Put,85.00,04/17/20,59,0.15,0.16,0.18,0.17,1752,252,6.95,46.15%,"16:14 ET"
GSK,43.55,Call,43.50,02/21/20,3,0.15,0.2,0.25,0.20,736,106,6.94,10.79%,"16:12 ET"
ROKU,127.15,Put,127.00,02/28/20,10,4.90,4.98,5.05,5.10,948,137,6.92,62.12%,"15:55 ET"
PLUG,4.85,Call,5.00,02/28/20,10,0.33,0.37,0.40,0.37,3402,494,6.89,135.54%,"16:14 ET"
SRPT,122.78,Call,128.00,02/21/20,3,0.35,0.4,0.45,0.40,952,139,6.85,44.53%,"16:09 ET"
STMP,91.89,Call,115.00,02/21/20,3,1.40,1.67,1.95,1.50,1061,155,6.85,228.10%,"16:14 ET"
CGC,21.94,Put,22.00,02/28/20,10,1.20,1.26,1.32,1.22,1799,265,6.79,82.53%,02/18/20
QD,2.21,Call,5.00,06/18/21,486,0.35,0.45,0.55,0.50,1325,196,6.76,99.40%,"14:18 ET"
BABA,220.52,Put,60.00,01/15/21,332,0.03,0.1,0.16,0.18,1000,149,6.71,58.27%,02/18/20
GILD,67.01,Put,62.50,03/13/20,24,0.58,0.63,0.67,0.62,755,114,6.62,33.14%,"13:28 ET"
TSN,80.15,Call,82.00,02/21/20,3,0.10,0.15,0.20,0.15,787,120,6.56,24.82%,"12:02 ET"
AAPL,319,Call,317.50,02/21/20,3,3.70,3.73,3.75,3.65,20652,3148,6.56,24.38%,"16:14 ET"
TSLA,858.4,Put,825.00,02/21/20,3,8.75,9.13,9.50,9.10,983,150,6.55,71.98%,"16:14 ET"
SPCE,30.3,Put,20.00,02/28/20,10,0.50,0.55,0.60,0.55,2287,349,6.55,218.91%,"16:14 ET"
FEYE,16.07,Call,14.00,03/20/20,31,2.25,2.3,2.35,2.30,3064,468,6.55,50.87%,"16:14 ET"
SNPS,162.92,Put,160.00,02/21/20,3,2.40,2.53,2.65,2.55,665,102,6.52,65.86%,"15:28 ET"
GRPN,3.05,Put,3.00,02/28/20,10,0.19,0.21,0.22,0.21,684,105,6.51,117.83%,"16:14 ET"
AMD,56.89,Call,59.50,02/21/20,3,0.20,0.21,0.21,0.20,1602,247,6.49,47.98%,"16:13 ET"
TSLA,858.4,Put,845.00,02/21/20,3,16.10,17.18,18.25,16.50,1117,173,6.46,73.48%,"16:14 ET"
AMD,56.89,Call,59.00,02/21/20,3,0.27,0.28,0.28,0.26,4530,704,6.43,46.24%,"16:14 ET"
CCL,42.92,Call,42.50,01/21/22,703,5.70,5.9,6.10,6.00,1179,184,6.41,21.22%,02/18/20
TSLA,858.4,Put,840.00,02/21/20,3,14.10,14.5,14.90,14.35,1824,291,6.27,72.99%,"16:14 ET"
AMD,56.89,Put,53.50,03/06/20,17,1.13,1.15,1.16,1.15,1756,281,6.25,52.74%,"16:13 ET"
GOOGL,1519.44,Put,1505.00,02/21/20,3,4.20,4.4,4.60,3.60,680,109,6.24,16.68%,"16:01 ET"
BMY,66.07,Put,64.00,03/06/20,17,0.43,0.48,0.53,0.55,1005,162,6.2,24.26%,02/18/20
TSLA,858.4,Call,1020.00,02/28/20,10,9.95,10.27,10.60,10.40,1440,234,6.15,95.57%,"16:08 ET"
ZG,52.39,Call,55.00,03/20/20,31,2.65,2.83,3.00,2.85,725,118,6.14,63.94%,"16:14 ET"
DVN,22.16,Call,23.00,03/20/20,31,0.82,0.85,0.88,0.89,1922,314,6.12,47.68%,02/18/20
MGM,32.02,Put,32.50,02/21/20,3,0.58,0.61,0.64,0.75,1968,325,6.06,40.76%,"11:29 ET"
WORK,27.58,Call,30.00,03/13/20,24,1.20,1.28,1.35,1.30,1319,221,5.97,78.20%,"16:01 ET"
WDC,68.31,Call,68.00,02/21/20,3,1.12,1.14,1.16,1.11,1721,289,5.96,38.16%,"15:11 ET"
KR,29.71,Call,30.00,02/21/20,3,0.18,0.2,0.21,0.18,4941,832,5.94,27.91%,"16:12 ET"
ENPH,40.17,Put,40.00,03/20/20,31,3.80,4,4.20,4.00,1695,286,5.93,88.69%,"16:11 ET"
SHOP,536.41,Call,600.00,02/28/20,10,2.00,2.13,2.25,2.15,2458,418,5.88,51.42%,"16:09 ET"
HLF,38.95,Call,41.00,02/21/20,3,0.70,0.74,0.77,0.70,1091,186,5.87,104.25%,"16:14 ET"
WMT,119.63,Put,117.00,02/28/20,10,0.38,0.4,0.41,0.40,1162,199,5.84,17.12%,"16:12 ET"
SPCE,30.3,Put,35.00,02/21/20,3,6.20,6.35,6.50,6.40,3786,655,5.78,304.08%,"16:14 ET"
TECK,13.04,Put,11.00,03/20/20,31,0.13,0.14,0.15,0.13,802,140,5.73,53.87%,"10:27 ET"
BBBY,11.78,Put,11.00,03/06/20,17,0.26,0.29,0.31,0.30,1017,178,5.71,62.94%,"15:43 ET"
AMAT,65.16,Call,65.00,02/28/20,10,1.44,1.46,1.49,1.44,1929,338,5.71,31.19%,"15:55 ET"
ROKU,127.15,Call,127.00,02/21/20,3,3.15,3.2,3.25,3.20,2272,398,5.71,67.77%,"16:14 ET"
TSLA,858.4,Put,840.00,02/28/20,10,31.50,32.98,34.45,33.95,614,108,5.69,76.26%,"16:06 ET"
PTON,27.08,Put,26.00,02/28/20,10,0.85,0.98,1.10,0.95,1811,319,5.68,81.75%,"13:57 ET"
SPCE,30.3,Call,35.00,02/21/20,3,1.50,1.53,1.55,1.55,27421,4849,5.65,288.67%,"16:14 ET"
FB,217.8,Call,225.00,03/06/20,17,1.75,1.78,1.80,1.75,2945,524,5.62,23.03%,"16:14 ET"
TSM,56.18,Put,56.00,02/21/20,3,0.55,0.63,0.70,0.65,4099,730,5.62,36.52%,"16:03 ET"
NVDA,296.57,Call,307.50,02/28/20,10,2.66,2.72,2.77,2.78,683,122,5.6,34.41%,"16:12 ET"
NVDA,296.57,Call,280.00,03/13/20,24,20.70,20.88,21.05,20.70,678,124,5.47,34.06%,"16:01 ET"
LK,40.34,Call,38.00,02/21/20,3,2.70,2.75,2.80,2.75,8122,1504,5.4,87.52%,"16:14 ET"
EQT,5.68,Call,10.00,01/21/22,703,0.60,0.98,1.35,1.00,550,102,5.39,61.97%,02/18/20
TWLO,128.14,Call,130.00,03/20/20,31,4.85,4.98,5.10,4.95,4088,759,5.39,38.24%,"16:14 ET"
DIS,139.14,Put,139.00,03/06/20,17,2.01,2.05,2.09,2.08,1048,196,5.35,18.50%,02/18/20
SO,69.4,Put,69.00,02/28/20,10,0.76,0.8,0.85,0.86,545,103,5.29,23.31%,"15:27 ET"
AAPL,319,Put,320.00,03/06/20,17,6.65,6.83,7.00,7.05,4713,898,5.25,24.35%,"16:10 ET"
AAPL,319,Put,270.00,12/18/20,304,10.85,11.05,11.25,11.00,761,146,5.21,28.90%,"15:47 ET"
XOM,59.88,Call,59.50,02/21/20,3,0.72,0.73,0.74,0.65,819,160,5.12,19.78%,"16:10 ET"
PVG,7.53,Call,9.00,06/19/20,122,0.30,0.38,0.45,0.40,3201,628,5.1,49.88%,"13:38 ET"
AMD,56.89,Call,57.00,03/13/20,24,2.83,2.86,2.88,2.85,1714,341,5.03,49.29%,"16:13 ET"
WB,41.69,Put,42.00,02/28/20,10,2.20,2.3,2.40,2.25,586,118,4.97,76.20%,"15:42 ET"
TSLA,858.4,Call,860.00,02/28/20,10,42.95,43.63,44.30,43.40,735,148,4.97,77.55%,"16:14 ET"
DLNG,1.74,Call,2.50,07/17/20,150,0.00,0.08,0.15,0.10,784,158,4.96,66.64%,"13:56 ET"
NVDA,296.57,Put,260.00,03/06/20,17,0.67,0.7,0.72,0.70,547,111,4.93,40.71%,"16:08 ET"
INTC,66.14,Call,66.50,02/21/20,3,0.44,0.45,0.46,0.45,815,169,4.82,25.38%,"16:11 ET"
SHOP,536.41,Call,540.00,02/21/20,3,7.40,7.7,8.00,7.90,3135,650,4.82,49.06%,"16:14 ET"
LYFT,45.1,Call,45.00,07/17/20,150,5.20,5.28,5.35,5.25,4315,908,4.75,43.80%,"15:51 ET"
MGI,3,Call,4.00,03/20/20,31,0.30,0.32,0.35,0.35,566,121,4.68,186.38%,"16:13 ET"
TSLA,858.4,Call,845.00,02/21/20,3,28.90,29.95,31.00,30.00,2124,456,4.66,73.34%,"16:14 ET"
V,211.2,Put,197.50,03/13/20,24,0.62,0.66,0.69,0.66,779,168,4.64,22.30%,"14:07 ET"
ROKU,127.15,Call,129.00,02/21/20,3,2.28,2.33,2.37,2.26,1311,283,4.63,66.69%,"16:12 ET"
TWTR,38.06,Put,37.00,02/28/20,10,0.34,0.35,0.35,0.36,1523,335,4.55,31.68%,"16:07 ET"
BUD,73.5,Call,74.00,02/21/20,3,0.26,0.31,0.36,0.31,686,151,4.54,19.41%,02/18/20
AMD,56.89,Call,57.00,02/21/20,3,0.86,0.87,0.88,0.87,13260,2949,4.5,44.65%,"16:14 ET"
SPCE,30.3,Call,32.00,02/21/20,3,2.20,2.28,2.35,2.20,15067,3384,4.45,264.40%,"16:14 ET"
FB,217.8,Put,200.00,04/03/20,45,1.84,1.89,1.93,1.91,518,117,4.43,27.10%,"16:13 ET"
ROKU,127.15,Put,127.00,02/21/20,3,2.96,3.03,3.10,3.05,2354,531,4.43,68.22%,"16:13 ET"
KR,29.71,Call,30.00,02/28/20,10,0.36,0.37,0.38,0.35,2679,607,4.41,24.06%,"16:01 ET"
SPCE,30.3,Put,25.00,02/28/20,10,2.10,2.25,2.40,2.30,1338,306,4.37,246.94%,"16:11 ET"
SDC,13.08,Call,12.00,02/21/20,3,1.20,1.25,1.30,1.25,1617,372,4.35,120.76%,"12:45 ET"
GS,233.21,Call,237.50,02/21/20,3,0.41,0.44,0.47,0.37,2397,551,4.35,20.23%,"16:09 ET"
EXR,115.4,Call,115.00,02/21/20,3,1.85,1.95,2.05,1.90,524,121,4.33,40.38%,02/18/20
SPCE,30.3,Call,34.00,02/21/20,3,1.65,1.73,1.80,1.75,8059,1864,4.32,282.38%,"16:14 ET"
TSLA,858.4,Put,740.00,02/28/20,10,4.40,4.95,5.50,5.10,867,201,4.31,73.24%,"16:07 ET"
BIDU,134.18,Put,128.00,02/28/20,10,2.00,2.05,2.09,2.15,516,120,4.3,53.39%,"15:36 ET"
GME,4.06,Call,4.50,03/27/20,38,0.05,0.2,0.34,0.20,1042,243,4.29,68.67%,"12:28 ET"
DIS,139.14,Call,139.00,02/28/20,10,1.70,1.73,1.75,1.72,1498,350,4.28,17.52%,02/18/20
TSLA,858.4,Call,1060.00,02/28/20,10,7.40,7.85,8.30,8.00,551,129,4.27,101.34%,"16:13 ET"
SHOP,536.41,Put,540.00,02/28/20,10,16.60,17.25,17.90,17.20,675,159,4.25,43.63%,"15:51 ET"
S,9.17,Call,10.00,02/28/20,10,0.14,0.15,0.16,0.16,2076,490,4.24,72.67%,"16:14 ET"
SDC,13.08,Call,15.00,03/06/20,17,0.80,0.93,1.05,0.90,1371,324,4.23,140.15%,"16:14 ET"
AMBA,69.54,Call,70.00,02/21/20,3,0.90,1,1.10,0.95,997,237,4.21,46.00%,"16:12 ET"
NOW,357.49,Call,365.00,02/21/20,3,0.90,0.98,1.05,1.00,775,187,4.14,27.16%,"16:14 ET"
AMZN,2155.67,Call,2200.00,02/21/20,3,5.45,5.65,5.85,5.70,25648,6237,4.11,26.22%,"16:15 ET"
AKBA,9.19,Call,7.50,07/17/20,150,2.90,3,3.10,2.90,1712,419,4.09,90.82%,"12:06 ET"
BYND,122.03,Call,134.00,02/21/20,3,0.72,0.75,0.77,0.74,1238,304,4.07,93.48%,"16:14 ET"
AMD,56.89,Call,58.00,03/13/20,24,2.38,2.41,2.43,2.43,1303,320,4.07,49.72%,"16:12 ET"
BB,6.09,Call,6.00,02/21/20,3,0.19,0.2,0.20,0.20,6125,1513,4.05,68.69%,02/18/20
QRVO,103.23,Call,100.00,02/21/20,3,3.60,3.9,4.20,3.80,1835,457,4.02,46.48%,"16:06 ET"
DVN,22.16,Call,32.00,07/17/20,150,0.15,0.21,0.26,0.22,1622,404,4.01,38.87%,02/18/20
GLUU,7.39,Call,7.00,06/19/20,122,1.25,1.28,1.30,1.26,4232,1059,4,62.44%,"16:12 ET"
MRK,82.46,Call,77.50,09/18/20,213,7.25,7.35,7.45,7.50,500,126,3.97,16.00%,"14:00 ET"
TSLA,858.4,Put,720.00,02/28/20,10,3.00,3.53,4.05,3.35,1048,264,3.97,74.67%,"16:06 ET"
RUN,21.77,Call,23.00,05/15/20,87,1.65,1.75,1.85,1.75,1190,301,3.95,52.26%,"16:10 ET"
BHC,28.05,Call,29.00,02/28/20,10,0.56,0.57,0.58,0.56,586,149,3.93,50.75%,02/18/20
NFLX,387.78,Call,387.50,02/28/20,10,8.15,8.28,8.40,8.35,649,165,3.93,31.65%,"16:14 ET"
TWTR,38.06,Call,38.50,02/21/20,3,0.27,0.28,0.28,0.28,10152,2580,3.93,33.59%,"16:15 ET"
TSLA,858.4,Call,1040.00,02/28/20,10,8.40,9.23,10.05,8.80,507,130,3.9,97.54%,"16:09 ET"
TSLA,858.4,Put,775.00,02/21/20,3,1.80,1.85,1.90,1.85,2370,609,3.89,77.50%,"16:14 ET"
CS,13.65,Put,12.00,06/19/20,122,0.20,0.25,0.30,0.20,1000,258,3.88,26.44%,02/18/20
BYND,122.03,Call,123.00,02/21/20,3,2.89,2.92,2.95,2.89,745,193,3.86,75.47%,"16:14 ET"
TSLA,858.4,Call,950.00,02/21/20,3,5.10,5.13,5.15,5.15,10062,2650,3.8,98.37%,"16:14 ET"
AUY,4.37,Call,4.50,03/13/20,24,0.13,0.14,0.15,0.13,776,205,3.79,40.93%,02/18/20
BAC,34.27,Put,34.00,02/28/20,10,0.34,0.35,0.36,0.36,10857,2917,3.72,21.78%,02/18/20
TELL,6.83,Call,7.00,03/20/20,31,0.55,0.63,0.70,0.65,1752,474,3.7,90.68%,"13:03 ET"
BB,6.09,Call,6.00,03/13/20,24,0.36,0.38,0.39,0.38,1030,279,3.69,53.24%,02/18/20
BYND,122.03,Call,122.00,02/21/20,3,3.30,3.35,3.40,3.30,2195,600,3.66,74.23%,"16:14 ET"
OC,62.99,Call,65.00,02/21/20,3,0.70,0.8,0.90,0.85,1710,469,3.65,71.82%,"16:07 ET"
TSLA,858.4,Call,840.00,02/28/20,10,50.20,52.15,54.10,53.00,709,195,3.64,76.59%,"16:14 ET"
NFLX,387.78,Put,390.00,02/21/20,3,5.80,5.93,6.05,5.95,817,226,3.62,34.10%,"16:14 ET"
CTXS,123.51,Call,120.00,02/21/20,3,3.40,3.55,3.70,3.10,597,166,3.6,0.00%,"16:06 ET"
SPCE,30.3,Put,21.00,02/28/20,10,0.75,0.78,0.80,0.80,866,241,3.59,225.50%,"16:14 ET"
ATHM,78.84,Call,85.00,03/20/20,31,2.40,2.5,2.60,2.40,1175,327,3.59,50.75%,02/18/20
AMD,56.89,Put,55.50,02/21/20,3,0.36,0.37,0.38,0.38,4149,1159,3.58,44.99%,"16:14 ET"
WMT,119.63,Call,123.00,03/06/20,17,0.38,0.41,0.44,0.48,818,230,3.56,15.42%,"15:25 ET"
TSLA,858.4,Put,820.00,02/21/20,3,7.70,7.98,8.25,8.00,918,258,3.56,72.96%,"16:14 ET"
PLNT,87.94,Call,90.00,02/21/20,3,0.25,0.28,0.30,0.30,755,213,3.54,31.39%,"16:14 ET"
WPM,31.4,Put,35.00,01/15/21,332,5.65,5.73,5.80,5.65,530,151,3.51,32.11%,"14:19 ET"
FVRR,28,Put,25.00,02/21/20,3,0.85,0.88,0.90,0.75,521,149,3.5,196.95%,"15:43 ET"
TSLA,858.4,Put,830.00,02/21/20,3,10.50,10.8,11.10,10.90,1036,299,3.46,73.15%,"16:15 ET"
MA,341.24,Call,342.50,02/28/20,10,3.70,3.78,3.85,3.75,692,201,3.44,18.89%,"16:14 ET"
SPCE,30.3,Call,32.00,03/20/20,31,5.20,5.45,5.70,5.40,1509,439,3.44,172.86%,"16:11 ET"
CGC,21.94,Put,19.50,02/28/20,10,0.38,0.41,0.44,0.38,673,196,3.43,90.72%,02/18/20
AMD,56.89,Call,60.00,03/27/20,38,2.24,2.26,2.28,2.26,1515,442,3.43,47.36%,"16:13 ET"
SPCE,30.3,Put,27.00,02/21/20,3,1.15,1.23,1.30,1.30,3845,1120,3.43,254.52%,"16:14 ET"
MA,341.24,Put,340.00,02/28/20,10,3.55,3.63,3.70,3.85,603,178,3.39,20.14%,"15:57 ET"
CNC,66.71,Call,68.00,02/28/20,10,0.65,0.78,0.90,0.80,679,201,3.38,30.00%,02/18/20
ROKU,127.15,Call,126.00,02/21/20,3,3.65,3.72,3.80,3.65,1289,381,3.38,66.17%,"16:14 ET"
WORK,27.58,Call,28.50,02/21/20,3,0.30,0.35,0.40,0.35,1341,401,3.34,70.68%,"16:08 ET"
AAPL,319,Call,317.50,02/28/20,10,5.80,5.88,5.95,5.85,3329,999,3.33,23.65%,"16:14 ET"
AIG,49.01,Call,49.50,02/21/20,3,0.19,0.23,0.27,0.20,625,188,3.32,22.18%,02/18/20
TSLA,858.4,Call,910.00,02/28/20,10,24.70,26.03,27.35,26.60,771,232,3.32,82.10%,"16:14 ET"
MO,45.22,Put,35.00,09/18/20,213,0.67,0.71,0.74,0.69,794,239,3.32,32.39%,"15:36 ET"
AMZN,2155.67,Call,2145.00,02/21/20,3,23.60,25.55,27.50,23.40,874,264,3.31,22.29%,"16:13 ET"
AMD,56.89,Call,58.50,02/28/20,10,1.00,1.01,1.01,0.99,1627,492,3.31,43.63%,"16:14 ET"
AMD,56.89,Call,60.50,02/28/20,10,0.53,0.54,0.54,0.53,1313,400,3.28,45.79%,"16:13 ET"
AMD,56.89,Call,65.00,03/27/20,38,1.04,1.06,1.07,1.05,660,202,3.27,48.21%,"16:14 ET"
WMB,21.49,Call,22.00,05/15/20,87,0.60,0.62,0.64,0.62,1110,339,3.27,19.08%,"15:22 ET"
AEO,14.34,Put,14.00,03/20/20,31,0.60,0.65,0.70,0.70,512,157,3.26,52.90%,02/18/20
NVDA,296.57,Put,295.00,02/21/20,3,3.15,3.22,3.30,3.20,1880,579,3.25,36.99%,"16:14 ET"
IQ,25.3,Call,25.50,02/21/20,3,0.41,0.43,0.44,0.41,920,286,3.22,54.64%,"16:14 ET"
AMD,56.89,Call,57.50,02/28/20,10,1.36,1.37,1.38,1.34,1680,522,3.22,42.72%,"16:13 ET"
SPCE,30.3,Put,22.00,02/28/20,10,1.00,1.08,1.15,1.05,706,220,3.21,227.10%,"16:11 ET"
BZUN,32.39,Put,33.00,03/20/20,31,2.75,2.83,2.90,2.70,637,201,3.17,63.64%,"15:54 ET"
SPCE,30.3,Call,33.00,03/20/20,31,5.00,5.25,5.50,5.20,2058,654,3.15,177.10%,"16:14 ET"
